rating,title,description
10,EPIC MOVIE,"Still one of the best movies to date, one of my favorite. At this point I can't count how many times I watched this. I'm going to watch this over and over forever lol. Just does not get old. I consider this a time piece."
8,elegantly made mafia masterpiece,"I cannot tell you how damn LONG I've been waiting to finally see this movie! It's taken multiple excuse-less years of avoidance for me to finally muster up the time and energy to consume this delight and, now that I've finally seen it, I'm happy to say that it IS indeed a brilliant, powerful, and borderline perfect masterpiece!

I viewed this film in its restored edition on a crisp, beautiful blu-ray disc and, honestly, that's probably the best way to watch this movie. Try and find the most visually pleasing copy of the film you can find and just sit back, relax, and watch! The cinematography is truly gorgeous, and probably some fraction of what makes this film so memorable and beloved to this very day. Every shot is a painting within itself...mundane actions now take on this otherworldly elegance only seen in the finest novels and most stunning works of art. Just staring at this film makes it well worth the three hour length.

The performances are also all spectacular, largely because of how fantastic the cast is. We all know about Marlon Brando's Oscar- winning performance, and how breathtaking that beautiful monologue of his towards the end is, as well as the fine acting efforts done by Al Pacino, James Caan, Robert Duvall, Diane Keaton, and (in a much smaller role) the great Sterling Hayden, not to mention wonderful supporting performances from Abe Vigoda, John Cazale, Richard S. Castellano, and Talia Shire, among plenty others.

Nearly every scene is engaging and gripping, and the three hours are quite quick and the overall film flows like a steady stream of neverending goodness...there isn't much else to say about this one. While I may not think it is ""the greatest movie of all time"" as some others like to label, it is still a damn good (scratch that, I mean GREAT) one, and must be seen by all!"
10,The Godfather,"The Godfather's discussion of religion looms large, with the boundaries of good and evil blurred by grace, warmth, kindness and family. The godfather upends the conventional wisdom about the gangster. Instead of being a bully, the gangster can be gentle and gentle. The director orchestrates mass assassinations and deftly USES a cross-montage of revenge. When Marlon Brando spoke in the calmest of voices that he would make an offer he could not refuse, the violence of the underworld was maximized and great aesthetic tension was generated."
10,very good,This movie very good. It's a perfect masterpiece. This movie is probably one of the best works ever. Movies of this quality are rare now.
5,"10 stars because this very well made film, 0 stars because of it's message","This film is in the top 10 movies of most of my friends. I can see why: it's a very good movie BUT... I higgly dislike the main side effect of this movie and how many people seem to suffer from it: romanticising the mafia, making heroes out of the worst people on the planet. If you think the public is sophisticated enough to see through this and grasp the real message of the film: mafia = evil, Don Corleone is less evil than the others but is still evil, than guess again."
10,10/10,"Beautifully crafted film, definitely a lesson in filmmaking and an inspiration to generations of actors, directors, screenwriters and producers."
10,"my opinion, the movie is classic. but very heavy","I don't remember when I first learned about the movie The Godfather, but it's impossible not to know it. Still - the greatest gangster tape, one of the films that turned the world cinema and left a mark on culture comparable to Star Wars and The Lord of the Rings. The first time I tried to watch this film was in 2015. And I did not master it. I understood that there was a great and clever canvas in front of me, but I simply could not master it. For me, The Godfather was like a classical music concert: beautiful, but incomprehensible. But, after 5 years, having prepared, I decided to re-watch the film and now everything has changed. I really liked this film, but at the same time I do not like it because of the extremely bad message."
10,Just wow,"This movie is the definition of masterpiece.

All the movies is something special but this on is the one that 9 from 10 viewers pick as their favourite."
10,Perfect,"Yes--this is the great American film. It is a work of art from the vision of a brilliant director who synthesized his amazing knowledge of world cinema with a

completely American persona--mob story, love story, suspense story--and got

together the greatest actors of the time to create a work of such power and

brilliance that it has deservedly taken its place among the great artistic

achievements of all time. Everything came together so perfectly in this film. Seeing it in its opening week in 1972 (at a midnight showing since all of the other times were sold out--unusual at the time), we simply could not believe how the 3 hours flew by so fast. It was a breath-taking experience. It was so

intriguing, so riveting. From the opening wedding scene straight through to that door closing in Diane Keaton's face--we sat there in amazement. And in the

numerous times I've seen the film since--it has retained its punch and its

marvelous power to entertain and engage."
10,being a gang,"""The Godfather"" is undoubtedly one of the greatest films ever made, and for good reason. Francis Ford Coppola's epic crime drama is a masterclass in storytelling, boasting an impeccable cast, stunning cinematography, and a riveting plot that has captivated audiences for decades.

The film's exploration of the Corleone crime family is both fascinating and gripping, with complex characters who are both ruthless and sympathetic. Marlon Brando's performance as Don Vito Corleone is iconic, and the supporting cast, including Al Pacino, James Caan, and Robert Duvall, are equally outstanding.

Coppola's direction is masterful, creating a world that feels both authentic and larger-than-life. The film's score, composed by Nino Rota, is unforgettable, perfectly complementing the action on screen.

Overall, ""The Godfather"" is a cinematic masterpiece that has stood the test of time. It's a must-see for any film lover and a true testament to the power of storytelling."
10,Best movie ever made,"Not too sure how this movie is not rated #1 on top rated movies. This is the movie that set the standard for all the mob movies that came after it. A picture that is truly remarkable as far as story, setting, and scope."
7,Nice,Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice Nice v
2,"More like the Nodfather -as in I would rather be nodding from heroine then watching this boring, crummy movie","In my Facebook Group Movie For Mother they recommend the boringest, most boring crummy dumb moveys that they ever did make!

Citizen Kane? More like Shitizine Kane! Vertigo? More like the movie was so boring it make me so Boredigo.

So finally, they recommend this movie, it were call the God Father and they sayed it was going to be the gangster movie, I did not see Twopack or 50 Cents in the cover of the movie but I did see Scarface Pacino I know that not his real name but it wasn't the right Scarface actor because in this movie he did not start to turn into looking like a turkey!

Anyways I turn on this movie when I put Stephanie into her crib, and it was so boring that I was sooooo bored the hole time.

I know Mexicans are violent, but the Mexicans they show in this movie just look so bad and so violent that it was scary and boring, and I'm very offended that they recommend that I watch such a offensive boring slow movie where nothing happens the whole time, I wish that they make us watch more of the best movies like click by Adam Sandler or species."
8,A classic of cinema.,"I like Mafia movies, I think Scarface and Goodfellas, two masterpiece, but The Godfather was never much of my taste, I find the movies very good, but not him and 2 are not movies that would speak that are better than the story , The initial scene of the film is excellent, has heavy moments, excellent dialogues, a very good script, the direction of Coppola is great, the truth is that Coppola is an excellent director, unfortunately he made more bad movies than good, the cast Is great, Al Pacino at the beginning of his movie boom, and Marlon Brando does one of the best performances of all time, from an excellent character that is Don Corleone, I think the film is very big, so the rhythm falls a little , The soundtrack is excellent, the photography is very good, The Godfather is an excellent film, even if I do not find a masterpiece, its quality and contribution to the cinema is undeniable. Note 8.7"
10,"The Godfather"" is a cinematic triumph that continues to be celebrated for its masterful storytelling","""The Godfather"" is a cinematic masterpiece that has established itself as one of the greatest films in history. Released in 1972 and directed by Francis Ford Coppola, the movie captivates audiences with its gripping narrative, unforgettable characters, and remarkable performances.

Set in the world of organized crime, ""The Godfather"" follows the Corleone family, led by patriarch Vito Corleone (Marlon Brando) and his sons Michael (Al Pacino), Sonny (James Caan), and Fredo (John Cazale). The film delves into the intricate workings of the mafia, exploring themes of power, family, loyalty, and the consequences of a life surrounded by violence.

What makes ""The Godfather"" truly exceptional is its ability to create a rich and immersive atmosphere, transporting viewers into the dark underbelly of the mafia. The film beautifully captures the essence of the 1940s and 1950s, with meticulous attention to detail in terms of set design, costumes, and cinematography. The haunting score composed by Nino Rota adds another layer of depth to the storytelling, perfectly complementing the on-screen events.

The performances in ""The Godfather"" are nothing short of extraordinary. Marlon Brando delivers an iconic portrayal of Vito Corleone, for which he won an Academy Award. Al Pacino, in his breakout role as Michael Corleone, showcases his incredible range as an actor, transforming from an innocent young man to a calculating and ruthless leader. The supporting cast, including James Caan, Robert Duvall, and Diane Keaton, all contribute immensely to the film's brilliance.

Beyond its gripping narrative and impeccable performances, ""The Godfather"" presents a thought-provoking exploration of morality and the corrupting nature of power. It raises profound questions about the choices individuals make and the consequences they face in a world where honor and loyalty hold immense significance."
10,A family tragedy,"Most filmgoers who rhapsodize over this wonderful film probably place an inordinate stress on the violence and the politics which connect not only one family, but several, in this sprawling tale of post World War II America. With apologies to those of Italian heritage, I think the tragedy of the Corleones is less a matter of ethnicity than their ruination by blood which is set in motion by two evils: greed and a lust for power. The film is one which sets off the family or clan, [the neighborhood as victim] against the larger, unforgiving American society. The characters are wonderfully realized and splendidly acted. They appear as if drawn to life for the first time. The sinister atmosphere of the film, from its great opening sequence to its frightening close, is a nearly three-hours-long treatise on the disintegration of a family. The Corleones are revealed as equal parts melting kindness and merciless vengeance. The Godfather's turning point is Captain McCloskey's unnecessary assault upon Michael. The meanness of the violent act unhinged the human ideal in the Don's young son. From Michael's understandable love and need to protect his helpless father in an unguarded, creepy hospital emerged his irrevocable decision to cast away any desire to become successful in the eyes of legitimate society. The slow, sure gestation of the plan to assassinate both Captain McCloskey and Virgil Solozzo is one of the major rewards for anyone who loves this film. The seamless transition of Michael Corleone from a patriotic, dutiful, obedient son into a cruelly vengeful and malignant weapon is terrifying portrait. The title of the movie applies to both Don Vito and to Don Michael, with the son slowly eroding the warm and loving family, painstaking built by the father, into a loveless, cheerless collection of individuals adrift on a sea of loneliness and treachery."
9,well done,This movie is one of my best. it add to my life some kind of classification
8,A great film,"Although I would not consider it the greatest movie ever, I would still give the Godfather a 10/10 and am willing to say that it is quite an amazing film. It is emotional, involving, and the performances are top-notch. A film that is good in every category, The Godfather is definitely better than it's sequels and my second favorite Coppola film (I liked Apocalypse Now a bit more)."
10,For Me is a nice movie,"Marlon Brando, who plays the Godfather as an insightful, tough elderly person, really has the character lead in the film; Al Pacino, with a splendidly evolved presentation as Michael, is the lead. In any case, Brando's exhibition is a dexterous expendable, despite the fact that it earned him an Academy Award for best entertainer."
10,"The Godfather"" (1972): A Timeless Masterpiece and Its Impact on Life","""The Godfather,"" directed by Francis Ford Coppola, is not merely a film; it is an enduring phenomenon in cinematic history. Released in 1972, this epic crime drama offers more than just a glimpse into the life of the mafia; it provides profound insights into the complexities of family, power, and morality that continue to resonate with audiences worldwide.

Profound Narrative and Emotional Depth At its core, ""The Godfather"" is a poignant exploration of the Corleone family, led by the patriarch Vito Corleone, portrayed by Marlon Brando in a role that stands as one of the greatest in film history. The movie delves deep into the dynamics of loyalty and duty that bind the family. Each character is meticulously crafted, allowing the audience to experience their personal dilemmas and moral conflicts. This portrayal enriches the viewer's understanding of their own familial bonds and the responsibilities that come with them."
7,Great film,"They don't make these epic films anymore.

I thought it was a tad too violent. Not my taste.

Perhaps the best thing about The Godfather is that, even though the characters are involved in some questionable activities, they aren't really made out to be bad guys; you keep cheering for the Corleones almost no matter what they do. Some people might use this as criticism but I think it is rather refreshing.

Finally, the film is so well crafted in almost every aspect; the sound (particularly in the scene where Michael Corleone kills Sollozzo and McCluskey but also Nino Rota's score, of course), the cinematography (there are some stunning shots) and the aforementioned acting is all top notch. And yet, I think it falls a bit short of a masterpiece even though I have very few complaints."
5,Overrated,"I think this is one of those movies which are ""immune"" to any kind of critic but maybe that is why it's considered to be one of the greatest movies. No one can say otherwise. But I've seen better. It's not even the fact that it's old and there are some scenes that seem ridiculous since I watched it first time in 2023. Partly it was a good and beautiful movie but not even in the top 10 I've seen.

It was far too long and I know there are people who say ""you just can't concentrate"" but I beg to differ. There were lots of scenes that were unnecessary long for no reason at all.

Also one of disturbing things was that the characters were just so uninteresting that I was waiting for them to die. Acting was mediocre, mostly just overdramatic yelling which has nothing to do with being a passionate Italian.

Now I have watched it once and that's enough. The other parts of this series can go in the category ""I'd rather stare at a wall for three hours""."
10,best movie,"It is now past 1 PM and I just finished watching Francis Ford Coppola's ""The Godfather"". I should probably go to bed. It's late and tomorrow I have to wake up a bit early. But not early enough to postpone writing these lines. Now that I have seen it three times, the opportunity of sharing my thoughts and refreshed insights are too much of a good offer to sit on. So, bear with me.

This film works so well because it takes place in an underworld in which we are so embedded that we do not even observe it. Coppola puts us straight in the smack-dab center of what is, admittedly, a society made by criminals for criminals. It is also the reason why it's so welcoming. We are surrounded by its inhabitants--cold-blooded murderers, men who see crime like a 9 to 5 job masquerading as honorable men. And I do mean men. From the outside, we would only witness the horrifying, disturbing manifestations of their well-thought out actions.

But it goes even deeper than that. It all revolves around the Corleone family led by Don Vito Corleone (Marlon Brando). He is the most honest of these men, sitting right on the edge. But for people like him, who do not fully embrace this world, it's not easy. He avoids conflict until it is absolutely necessary. He is a man defined by moral principles. There is a scene at the beginning, in which, during his daughter's wedding day, one of his associates, Luca Brasi (Lenny Montana) practices his speech that he is going to give to the Don when he meets him. The scene with these two is funny and almost adorable. I could not help but sympathize both of them only to realize that I am feeling warmth for two mobsters. Not to even mention that Lenny Montana was an actual mob hit-man and that he was actually nervous as he said that line.

The more I watched the more I realized just how incredibly com."
9,great movie,"I love this movie and all of the GF movies. I see something new every time I have seen it (countless, truly). The story of tragedy and (little) comedy that exists in this film is easily understood by people all over the world. This film has been called an American story however I have met others who have seen this movie in other languages and they seem to have the same love and appreciation for it that I do. I love the characters and all of the different personalities that they represent not just in families but in society itself. It seems like the entire cast is part of every other movie that I love as well. The sounds, music, color and light in the film are just as much a part of the film as the people. This could be attributed to the method in which it was filmed. At many parts of the film I can still find myself feeling the emotions conveyed in the film. I never tire of appreciating this film. I thank God that FFC is an American treasure. We are fortunate to have him"
10,One of the best films of all time,"I watched this masterpiece only a couple of months ago and of course with a lot of expectations, im not really a guy who seen a lot of movies but from the start i knew i was watching one of the best movie ever made. The story goes really fluid and all the characters are insanely good written, i really liked from the start Michael, and Vito. Overall the film goes really fluid and even tho i prefer the second film of the trilogy i cant hate this one, and i really think that this is a masterpiece that everybody needs to watch at least one time in life. I end saying that.the shots in this film amazes me so much every time i rewatch this title."
10,Greatest movie of all time,I've learned so much from this movie on how to be a man and how to address challenges and difficuties as a man.
10,what else can be said?,Its a master piece! a must watch and highly recommencement to any fan of film.
7,Awesome,Awesome movie i love this movie.. i like this types movies a lot
2,Why is this movie so highly rated?,"Three words to describe this film... BAD BAD BAD... Not worth five minutes of your time... Goodfellas and Casino are lightyears better. Ok, maybe that is a little harsh, but seriously, this is not one of the top 250 movies of all time... it does have some merit, so maybe overall it deserves a 5.0/10 ... but, given that this movie is lacking in so many other areas, I have no choice but to award it a 1.0/10.0"
10,"For me, the best movie of all time",The godfather is for me the best movie of all. Al Pacino's performance is impeccable. The direction of Francis Ford Coppola shows what a great director he is. A masterpiece.
10,"Sorry guys, no part 4....ever!","I am sorry t say that the commentary made by francis coppola at the end of part 3 on the DVD editon clearly states that for the last ten years of Mario Puzo's life they discussed a possible part 4 of the godfather, hoping that they could evolve upon the rise the corleone family business, as a whole. I.e.: how they gained political influence among society, how michael grew distant and how the rest of them drew close, and then skip 40-50 years ahead to vincent corleone losing the bussiness that was worked upon so hard to gain, through drugs and loss of all political influence and respect, whilst haunted by the loss of his cousin love, and ironically have one final scene with Michael and vincent before michael died. i.e.: this would be a part 2 narrative.

This was majorly discussed, but time was not on puzo's side to write it, and francis refuses this to be done without puzo.

One might say ""How about Scorsese?"" but lets face it, this was a coppola/puzo thing. Scorsese would take it off track like any other director, even someone like Speilburg couldn't do it!

It's a crying shame as this seemed like an all time classic to erase the existence of part 3's disaster!"
9,Very classic gangster movies.,"The gentle rhythm contains huge authority and tension, the music soothes the faint sadness, the interest game human nature conflict. Whether it is acting or lens, the use of music, give people a beautiful enjoyment. And watching this film is extremely need to sink down to savor carefully, and no matter when it comes out to relive can have new thinking."
10,My Best movie ever,"The godfather is the most favorite movie ever the three parts are the most great movies in the history in my opinion it contain the fathers of our cinema now days, a story that tell the truth about the mafia and even the people who control the illegal business and the way that end up. shows the family that always feel proud of its own Sicilian origin's i already watched this movie more that 12 time with friends, family, and I'm even ready to watch it more and more, Don Corleone is one of my favorite characters and the way he always shows of the strong man that doesn't know how to bow and give up easily and at the same time you can see the part of care about his family in the last seine and the part of killing his eldest son Tom, and always KEEP YOUR FRIEND CLOSE AND YOUR ENEMY CLOSER."
10,"For Me, This is the top movies classics","I love this movie and I recommend it to everyone. Epic in scope while maintaining a patience and intimacy characteristic of European art cinema, ""The Godfather"" is rightly considered one of the greatest films ever made. With performances, style and substance to savour, this shows how it is possible to smash box office records without being mindless."
10,"Loyalty, Legacy, and the Loss of Soul: Why The Godfather Still Reigns","The Godfather"" is not merely a film-it is the cinematic equivalent of scripture. Directed with near-religious precision by Francis Ford Coppola, this 1972 magnum opus transcends its gangster genre trappings to become a sweeping meditation on power, loyalty, identity, and the corruptive gravity of legacy. It is, quite simply, a masterclass in narrative architecture, tonal control, and myth-making.

From a technical standpoint, the film is a symphony of visual and auditory restraint. Gordon Willis' chiaroscuro lighting-earning him the nickname ""The Prince of Darkness""-imbues every frame with tension, secrecy, and moral ambiguity. Nino Rota's score doesn't just accompany the film; it mourns it. The editing, the production design, and the blocking are all executed with the discipline of a military operation, serving not spectacle, but mood and meaning.

But beneath the aesthetic lies the soul of the story: The Godfather is a Shakespearean tragedy wearing a tailored suit. Michael Corleone's arc-from reluctant outsider to cold-blooded patriarch-is one of the most chilling transformations in cinema, not because it's forced, but because it feels inevitable. The film dissects the myth of the self-made man, revealing the rot beneath the empire he inherits.

What's prophetic about The Godfather is its portrayal of systemic power as familial, hereditary, and inescapably violent. In a world now run by corporate dynasties, political bloodlines, and algorithmic empires, the Corleone family's quiet handshakes and whispered betrayals feel hauntingly contemporary. The boardrooms have changed, but the rules haven't: loyalty is a currency, weakness is a liability, and the system always wins-unless you become it.

More than 50 years later, The Godfather is still the film that every serious director bows to and every institution secretly fears. It is art that not only entertains, but indicts. It asks: At what point does power stop being protection and become pathology? And how much of your soul must you forfeit to preserve your name?

This is not just cinema-it is legacy, fate, and consequence, distilled into 175 minutes of perfection."
8,Artan Avdiu,"Rather than concentrating on everything that is great about The Godfather, a much easier way for me to judge its quality is on what is bad about it. Almost every film has something that I don't like about it, but I can honestly say that I wouldn't change anything about The Godfather. There is nothing weak about it and nothing that stands out as bad. That's why it gets ten out of ten.

This is one of those films that made me wonder why I hadn't seen it earlier. The acting from everyone involved is great, Marlon Brando comes across perfectly as the head of the family, and James Caan and Al Pacino are excellent as his sons. The soundtrack by Nino Rota is also very memorable, bringing back memories of the film every time I hear it. The plot has to be excellent for it to get ten out of ten, and it is, it's far from predictable and the film is the definition of a great epic.

The film is pretty shocking in the way every death occurs almost instantaneously, and as it spans ten years so many different things happen and every minute of it is great entertainment. It's a well- made and entertaining film that is only the first part of a trilogy, but it stands on its own as a wonderful film in its own right. If you haven't seen it, what are you waiting for? This was one acclaimed film that didn't disappoint."
6,good movie,Took many tries to get threw it but still a must see
1,Wasn't overly impressed,"Let me tell you first and foremost that I have viewed plenty mafia movies, not to mention I own several as well. The first thing I have to say about the Godfather that the entire plot is boring and drab, its almost as the Director is trying to make Americans fall in love with criminals,not to mention a bad display of Italian Americans were depicted in this film almost as insulting as Goodfellas. The question we must ask ourselves is""Are Italians really that thick headed and vulgar?"" and the answer is a resounding no. You almost get the impression that Vito Corleone is a homosexual and that James Canns Character has a mental diffieciency. The only good character depicted in the movie was Al Pacinos part. A man who wrestles with his own personal demons family loyalty and the straight and narrow life. I wouldn't recommend this movie to anyone and how it made number one is beyond me.The only emotion it evoked in me was anger although it helped me to fall asleep which I thank Francis for"
10,Amazing film,"The film delves into the multifaceted world of the Corleone family, a mafia clan that navigates through the tumultuous waters of crime, power, and familial obligation. Marlon Brando's portrayal of Vito Corleone is both intimidating and deeply human, crafting a character whose quiet, composed demeanor belies an undercurrent of ferocity and sagacity.

The film delves into the multifaceted world of the Corleone family, a mafia clan that navigates through the tumultuous waters of crime, power, and familial obligation. Marlon Brando's portrayal of Vito Corleone is both intimidating and deeply human, crafting a character whose quiet, composed demeanor belies an undercurrent of ferocity and sagacity."
10,The Family of the 20th Century,"From Mario Puzo and Francis Ford Coppola, The Godfather, to me, was the movie of the 20th century. It had the perfect cast, screenplay, story, characters, set design, ect. It deserved every single Oscar that it was nominated for.

The Godfather tells the story of the Corleone family and their life of living in the Mafia territory. It tells how Don Vito (Marlon Brando) struggles to keep up with his business and how he will pass it on to his youngest son Michael (Al Pacino). The movie also tells about the life of Vito's oldest son Sonny (James Caan), the famous Fredo (John Cazele), and Vito's daughter Connie (Talia Shire).

Produced by Mario Puzo (Superman) and directed by Francis Ford Coppola (The Outsiders, Dracula). The Godfather is the greatest movie ever.

Cast includes: Marlon Brando, Al Pacino, James Caan, John Cazele, Diane Keaton, Talia Shire, Abe Vigoda, Robert Duvall, and Sterling Hayden."
8,One of the Greatest Gangster Movies!,"This is one of the best mafia crime movies ever made!

The story is very clearly presented and easy to follow. The soundtrack of the film is Killer and adds immensely to the atmosphere that surrounds the story. The acting is top notch especially by Marlon Brando. He has created a character that is hard to forget and certainly one of the most iconic characters of 20th century cinema. Unique and unforgettable!

My rating isn't a 9 or 10 for the reason that I don't particularly like Al Pacino's character, which to be honest - annoys me. And not a nice annoyance, if you understand me, but more - I feel the character is boring and a bit redundant. In 1-2 places the storyline didn't draw me in as I would have liked.

But overall the film is a masterpiece and I highly recommend it to fans of cinema, the crime genre, the power of the Italian mafia in America at the time, etc.

Final score: 8/10."
10,One of the best i have watched,"When best Thechnisians meet best artist the result will be GOD FATHER ONE OF THE BEST I HAVE WATCHED IN MY LIFE. The way story was narrated given goose bumps,the way characters narrated was extraordinary Dialouges of the film was quite interesting when you look for the best to watch you cant get more than this Watch and enjoy Well written,Well directed,Well acted"
10,An Offer You Can't Refuse: A Timeless Classic,"The performances are nothing short of extraordinary. Marlon Brando delivers an iconic performance as Vito Corleone, the patriarch of the Corleone family. His nuanced portrayal of a man who is ruthless in business but deeply caring towards his family is truly remarkable. Al Pacino shines as Michael Corleone, the reluctant son who is drawn into the family business. His transformation from an innocent outsider to a ruthless leader is both chilling and captivating.

The film's narrative is rich and complex, exploring themes of family loyalty, corruption, and the American Dream. The storytelling is enhanced by the stunning cinematography and the memorable score by Nino Rota. The film's pacing is deliberate and allows the audience to fully immerse themselves in the world of the Corleones."
10,The Godfather,My mom was watching The Godfather. She liked it a lot.
7,For the very successful time,"the magic of time films

back, is not achieved in these times, failure to carry humanity, even to be violent you have to have humanity that is the magic of a film, and not those of now that only draw violence and free blood they do not make you feel that you are watching a movie but it seems that you are watching the news"
9,good title,"The picture is a series of mini-climaxes, all building to the devastating, definitive conclusion... It was carefully and painstakingly crafted. Every major character - and more than a few minor ones - is molded into a distinct, complex individua."
10,Still at the top of my list,"The Godfather was an epic novel, an excellent story, and the movie could have easily been botched on numerous levels; instead, Francis Ford Coppola managed to create an enduring masterpiece of modern cinema. This excellence he achieved in spite of the constant harassment and general incompetence of Paramount Pictures. Coppola was almost fired by the studio several times during the filming of this classic, yet he managed to persevere and realize his vision through to the end. The casting, direction, acting, cinematography, and story are all top notch. Add to it a beautiful score by Nino Rota and you have the #1 IMDb movie of all time. This is a movie I have watched many times and found few weaknesses.

If Paramount had its way, The Godfather would have been much different. In this alternate reality, Coppola would have been fired and replaced with some studio sycophant director. There would be no Marlon Brando as Vito Corleone, since Paramount felt Brando was a troublemaker. Michael would have been played by Ryan O'Neal or Robert Redford since Paramount wanted a ""prettier"" leading man. Al Pacino, despite superior acting ability, would have probably remained undiscovered. The story would not have taken place in the 40's and 50's, but instead would have been contemporary in order to minimize production costs. To be sure, the ultimate result of Paramount's expediency would have been unmitigated disaster. Thankfully, Coppola fought Paramount throughout the entire production, and much like the Godfather himself, refused to dance on the strings of those Paramount pezzonovante."
10,Masterpiece,A real masterpiece of a movie that every one should experience once in their life.
10,Young Michael Corleone is preparing for his new role as the head of the Corleone Family.,"I have just seen the movie and I must admit I'm totally blown away. Of course I've heard of it, seen clips, told of it's brilliance, but nothing could have prepared me for this movie. ""Fantastic"" is the word. The actors are amazing - every one of them. You love, you hate, you cry. No emotion is left untouched. I don't think I need to write any further. The plot, the characters etc. have been described over and over, and all I have yet to do is give my strongest recommendation. If you are a girl like myself you will for certain fall deeply in love with the human, but dangerous young Al Pacino (and he is drop dead gorgeous too!)

A classic!"
10,Absolute masterpiece,"The Godfather, directed by Francis Ford Coppola, is an absolute masterpiece that continues to stand the test of time as one of the greatest films ever made. Released in 1972, this iconic crime drama offers a compelling narrative, impeccable performances, and a mesmerizing portrayal of power, loyalty, and family dynamics.

The film revolves around the Corleone family, led by the powerful Don Vito Corleone, played flawlessly by Marlon Brando. Brando's portrayal of the patriarch is nothing short of legendary, capturing the essence of a complex character torn between tradition and the evolving world around him. His commanding presence and nuanced performance earned him an Academy Award, and rightfully so.

The Godfather boasts a stellar ensemble cast, with remarkable performances by Al Pacino as Michael Corleone, James Caan as Sonny Corleone, and Robert Duvall as Tom Hagen. Each actor brings their A-game, immersing the audience in a world of crime, power struggles, and the intricate workings of organized crime families.

Coppola's direction is masterful, showcasing his keen eye for detail and his ability to create an immersive cinematic experience. The film's pacing is deliberate, allowing the audience to become fully absorbed in the narrative and the richly developed characters. The script, co-written by Coppola and Mario Puzo, is a work of art, filled with memorable dialogue and profound insights into the human condition.

One cannot discuss The Godfather without mentioning its iconic score, composed by Nino Rota. The haunting melodies perfectly complement the film's atmosphere, adding depth and emotion to pivotal scenes. The combination of visuals, performances, and music creates an unforgettable cinematic experience that lingers long after the credits roll.

The Godfather is not just a gangster film; it is a powerful exploration of family, loyalty, and the corrupting influence of power. It delves into the moral complexities of its characters, forcing viewers to question their own sense of right and wrong. The film's themes and narrative continue to resonate with audiences, cementing its status as a timeless classic."
10,Best movie ever!,"WOW! As I am yet to see any of the other Godfather movies, this is the best mafia drama I have ever seen and is definitely a top 10 film! The acting in this is outstanding, Marlon Brando, Al Pacino, and James Caan specific. The plot in this movie is the best plot I have ever seen and it is paced so well! The ending is amazing too, what you want to happen, happens. This movie is a cinematographic masterpiece."
7,Gangs of Wasseypur replica- Gangsta movie,"I can say that this movie is a sophisticated version of Gangs of Wasseypur and if you like watching crime world then you'll love this film.

I personally don't like gangsta movies because they do not have much respect for their women. Though I liked all the Italian accent in this movie."
4,Just another violent movie...,"Just another violent gang movie, whats the big deal? I hate these sort of movies about mafia guys going around with guns thinking they are all tough, put them in a ring one on one with Tyson and see how tough they are. I Don't understand why this movie is so praised, Whats the big deal? There is enough violent gang movies around, what makes this one special? There are so many movies better than this one out there, don't waste your time with this. I suppose there must be lots of fans of this movie like there is for lots of other violent pointless ****house movies such as Sin City and the likes, I guess this just highlights that there must be fairly big problems in our society today, why would anyone find this sort of negative and pointless junk enjoyable? The way that this sort of thing is portrayed in movies as being ""cool"" is really quite sickening, I wonder how many people who have had personal experience with murder and violence would find this sort of thing enjoyable, not many I would say. If you think you are going to get anything worthwhile out of this movie think again, your life will not be enriched in any way by watching this, spend the three hours out enjoying the sunshine or talking to your friends and family or something instead..."
10,It'll Make You An Offer You Can't Refuse,"The Godfather left me completely speechless after watching it. Once you realize there's a Part II, you quickly go out and buy that as well. Al Pacino & Marlon Brando are superb in this epic!"
10,good actionmovie,"A good action ,sort off history accuresy but one o the best performance from actors sad is the this day nobody make a good movie is just this movie make me smiley that exist .All old movie are the best."
